1000000	1000	duckdb	0.055
1000000	1000	duckdb	0.032
1000000	10000	duckdb	0.032
1000000	100000	duckdb	0.034
1000000	1000000	duckdb	0.062
10000000	1000	duckdb	0.084
10000000	10000	duckdb	0.057
10000000	100000	duckdb	0.082
10000000	1000000	duckdb	0.104
10000000	10000000	duckdb	0.332
100000000	1000	duckdb	0.185
100000000	100000	duckdb	0.255
100000000	1000000	duckdb	0.885
100000000	10000000	duckdb	1.347
100000000	100000000	duckdb	3.213
